	id	tweet	subtask_a
592	2985	@USER Φίλε μου δε σε ξέρω αλλά είσαι και εσύ ένα ςκανονικος άνθρωπος όπως όλοι μας. Οι επιλογές σου είναι αυστηρά προσωπική σου υπόθεση όπως και του καθενός μας. Να ξέρεις ότι ο κανονικός είσαι εσύ και όχι όλοι αυτοί που δείχνουν κωλος και πουτσες για να διατυμπανίζουν ότι είναι gay.	OFF
593	4740	@USER Μεγάλε έχουμε 21 αιώνα...είσαι ντιπ ζαβό...μπεεεεε	OFF
594	1822	"@USER Εεετσι... εισαι το τελειο παραδειγμα αυτου που λεω. ""Πουστοτραβελα"" και ""νεγρομεσανατολιτες"" ε; Εκτος του Νικητα Κακλαμανη του Αντετοκουμπο υποθετω Ηξερα οτι εχουμε ζωα στην Ελλαδα, αλλα πραγματικα ΤΟΣΑ ζωα δεν το περιμενα. Για αυτο ειμαστε τοσα χρονια κολλημενοι στον μεσαιωνα."	OFF
595	2769	@USER Πωωωω είσαι πραγματικά χαζός ρε φίλε χαχαχαχαχαχαχαχαχαχαχαχαχαχαχαχαχαχα	OFF
602	2059	Ξεκόλλα είσαι χάλια σε καταλαβαίνω δεν σε χωρίζω βλαμμένη	OFF
603	10114	#GNTMgr στο μεταξύ η κατια ούτε τα έντερα της δεν αγαπάει...	OFF
609	4118	@USER το καλυτερο γλειφομούνι όμως το κάνουν γυναίκες κανέκο και θηλάζουν καλυτερα.	OFF
614	10199	"Έχετε μια ευθύνη σε αυτό το μπουρδελο που λεγεται τηλεοραση. Ειστε υπευθυνοι για τον τροπο με τον οποιο συμπεριφερεστε. Απο τον Λιαγκα τιποτα δε περιμενουμε γιατι το bulling κ την καφριλα το χει επαγγελμα. Για τις ""κυριες"" όμως..Καμία δικαιολογία Μια μέρα μετα #mesimeri_skai"	OFF
616	5710	#gntmgr Η Ιλντα είναι τόσο αδιάφορη στο παιχνίδι που ουτε οι συμπαίκτριες τις δεν θυμούνται το όνομα της	OFF
617	10023	μαλάκες πως την βρίσκετε να σας βρίζουν και να βρίζετε τους άλλους; Εγώ μια φορά με είπε πουτάνα ο άλλος και μάλιστα πάνω στο σεξ και δεν του ξαναμίλησα	OFF
619	9198	Δεν βουλώνεις το δικό σου στόμα πρώτα; Λέω εγώ τώρα... #gntmgr	OFF
621	1236	"@USER ""No sympathy for stupidity"" - Καμμια συμπαθεια για την ηλιθιοτητα. Αξιοι τις τυχης τους ειναι - Συνδρομο της Στοκχολμης εχουν - οταν τους το χωσουν πιο βαθεια οι Μαυροι γιατι σουλατσαρουν σε ολο το νησι θα αναφωνιζουν απο οργασμο. !"	OFF
626	1505	@USER Τι είναι ρε οι αντρες ταμπόν να τους αλλαζεις	OFF
631	7112	@USER Τους βουλγαροφασιστες μόνο στηριζετε εσείς.. αμεριστα!Φυσικά στηριζετε τον Τούρκο δολοφονο πού κάνει εθνοκαθαρσεις,καιει παιδια με αερια κ 400000 έγιναν πρόσφυγες.Τα ίδια κανατε κι Οταν εισέβαλαν οι Τούρκοι στη Κύπρο η στα Νησιά(μοναχοφαηδες).Χαφιεδες ρουφιανοι πεμπτοφαλαγγιτες	OFF
633	5591	Ρε γαμωτο... Αν η Ελευθερία ήθελε οδηγίες χρήσεως η Σουζάνα τι ήθελε; γαμησε μας Κάτια... #gntmgr	OFF
638	10142	Πω πω αυτός ο γυμνοσά-Λιαγκας πόσο απάλευτος είναι! #kalomesimeraki	OFF
642	6457	@USER Και φασίστας και μαλακας δύο σ ένα!	OFF
643	2721	Ο μπετοβλακας άρχισε να μοιράζει φουμαρα. . . . Η γνωστή τακτική της #ΝΔ_ξεφτιλες. . Πόσο σας έχει λείψει η κουταλα με το μέλι σιχαμενοι! ! ! ! #εκλογές	OFF
648	2677	@USER Αριστερή είναι ... όχι Μαλακας !	OFF
657	3031	@USER ρε γιατρε εισαι για τον πουτσο !	OFF
658	8522	Ρε διασταύρωση αλόγου με ουρακοτάγκο σταμάτα να κραζεις τις άλλες που μέχρι και ο μπαμπάς μου είναι πιο ωραίος από σένα #GNTMgr	OFF
662	8221	tw nsfw επειδή δεν έχω πάει ποτέ σε γυναικολόγο, δε ξέρω τι αρρώστιες μου έχουν μεταδώσει όλοι οι μαλάκες που με γάμησαν. οπότε χθες έβαλα τα κλάματα για την πιθανότητα που υπάρχει πως εχω αφροδίσιο νόσημα και το έδωσα στην κοπέλα μου γιατί είμαι μία ηλίθια που δεν σκέφτεται ️	OFF
668	3017	@USER και παραδεχομαι οτι εκανα κι εγω λαθη σημερα, δεν ηταν μονο οι άλλοι μαλακες	OFF
675	7621	@USER Συμφωνώ 24 ώρες το 24 ωρο στην Αμερική έτσι δουλεύουν. Είναι μαλακες κι ελληναρας έξυπνος;	OFF
685	2499	@USER Ποσό μαλακα είσαι......χουντικό κατασκεύασμα......φασιστααααααααααααααα......	OFF
686	1026	@USER Σα μοσχάρι εχει γίνει Τι διάολο τρώνε στο Μαξίμου;	OFF
688	6199	@USER Έχει καλους παίχτες και δεν κρέμεται η ομάδα από τα αρχιδια του καλάθι	OFF
691	6740	Ανίδεη τσοκαρία.. που νομίζεις οτι είσαι ; στο χωριό σου..; Έχεις κοντζάμ σχεδιαστή μπροστά σου βλαχάρα Μπιθουλιώτισα.. (Μαρτίνα 2019) #gntmgr	OFF
692	7341	@USER Ρε κόκκινοφασιστα δεν ξέρεις ότι και οι Πόντιοι πολέμησαν για την Μακεδονία; αλλά τι να περιμένω από το αριστερό μου αρχιδι; και αυτό για να έρχεστε εσύ ο φασίστας και να λες αυτές τις μπούρδες 100νκαι πλέον χρόνια μετά. Αχάριστος φασίστας αυτό είσαι	OFF
696	5000	@USER Έτσι σκέφτονται αυτές οι γυναίκες, που έχουν την ιδιότητα που αρχίζει από Π.	OFF
701	795	Λίγο κωλοπαιδο εισαντε τελικά billακο ! #PowerOfLoveGR	OFF
705	482	@USER Εισαι και χαζός γιατρε εκτος απο κομμουνιστής	OFF
714	9977	Σόρυ ρε Μαρτίνα αλλά αν δεν ήσουν οχιά θα στεναχωριόμουν #gntmgr	OFF
719	8523	3. απου δεν ειναι οι κοιμισμενοι μαλακες απου κατουρησαν στο πηγαδι και οι ποδελοιποι οι ξυπνιοι.ξυπνιοι ειναι και αυτοι και επιπροσθετως δεν κατουρησαν στο πηγαδι.	OFF
722	4580	Όσο για τη στυλιστρια του κώλου ποιος είπε ότι δε φοράνε φουστάνια στις μπυραρίες και ποιος είναι αυτός που θα ορίσει την θυλυκη υπόσταση μιας γυναίκας...Μπράβο σε όσες δεν ξεχνούν ότι είναι ΓΥΝΑΙΚΕΣ και όχι τουρίστριες από τα Μάταλα...Βάλτε εσείς oxford με φουστανι #shoppingstar	OFF
723	8156	@USER Ψόφον ούλλοι ως τον έναν αφού νιώθουν τούρκοι γιατί εν φέφκουν να παν στην τουρτσιά τους οι λεχρίτες	OFF
724	2084	@USER Σε παραδέχομαι μωρή φώφη αρχηγηνάρα ξεπέρασες τον Τσίπρα στις μαλακίες συνεχίζεις το έργο του ΓΑΠ κοντεύεις να το διαλύσεις το΄ΠΑΣΟΚ συνέχισε είσαι σε καλό δρόμο.	OFF
730	8381	@USER Καιρός ήταν.Δε θα παίζουν παιχνίδια οι Τούρκοι στα Νησιά που λέν γαλάζια πατρίδα Τους αν οι Μηδενιστες μισειτε το Ελληνικό Κράτος,το λαό ΣΑΣ κ θέλετε να γίνει σλαβική η Μακεδονία κ τουρκική η Λέσβος κι η Σάμος.Έχετε σχέδιο να καταστρεψτε την ελεύθερη Χώρα ΣΑΣ η είστε ΨΥΧΟπαθεις;	OFF
732	1417	Δεν είστε φιλελεύθεροι, ακροδεξιά σκουπίδια είστε. #ΝΔ_ξεφτιλες	OFF
734	3065	@USER Αντε ρε βλάκα Φαπίδι, που μιλας εσύ για στοχοποίηση Αντε μαλάκα να ξεκουμπιστείς γελοίε ξεφτίλα	OFF
735	1094	@USER Είσαι βλάκας οεοεοεο	OFF
736	6172	@USER Επανάσταση με τ'αρχιδια αλλων	OFF
737	5532	"@USER Ποιος νοήμων άνθρωπος θα το διάβαζε και δεν θα σκεφτόταν γελώντας ""ρε τι μαλακες είναι... """	OFF
742	4402	Το κατερινακι τώρα θα γίνει πάλι σα κλαμενο μουνι #poweroflovegr	OFF
745	1327	Μιλάει για μόδα και το Γωγουλινι. Ποια,το Γωγουλινι,που χρόνια κοντά στον Φλωρινιωτη,μόνο παγιετα και ξεκωλα φοράει. #giatinparea #shoppingstar	OFF
747	142	@USER Βλαμμένος είσαι ρε; ποιός στρίβει; Σου λέω στα μούτρα,για ποιούς λόγους θαυμάζεις σκατάδες σου πως ως κομμουνιστής, είσαι είτε λαμόγιο, είτε χρήσιμος ηλίθιος είτε εθελόδουλο κορόιδο. Δεν βρέχει. Σε φτύνω. Η εποχή που τσαμπουνάγατε μαλακίεςς ανεμπόδιστα πέρασε πάει μπουμπούκο.	OFF
751	8532	Στ'αρχίδια μας	OFF
755	509	@USER Δουλα:καλα εισαι ηλιθιος!	OFF
757	4836	@USER Τον τράχηλο σου μέσα μωρή ανιστόρητη.	OFF
766	9072	Γιατί ενοχλείστε που οι άντρες έχουν μεγάλη ιδέα για την πούτσα τους; Εδώ ΟΛΕΣ νομίζετε έχετε κωλάρα	OFF
773	6492	"#GNTMgr η επόμενη φωτογράφιση πρέπει να είναι "" γυναίκες θύματα της πρόωρης εκσπερμάτισης"" ,να είναι οι εαυτοί τους οι πιο πολλές."	OFF
789	6260	@USER Πουτανες δεν τις προλαβαίνεις!	OFF
790	6331	@USER Οι γυναίκες θέλουν σεξ μια φορά το μήνα, τις άλλες επί πληρωμή με κάποιο αλήτη μηχανόβιο φεμινιστή που θα τις παρατήσει ή με κάποιον που βγάζει €80.000 το μήνα	OFF
794	7544	@USER όποιος δεν γουστάρει τα λάθρο είναι φασίστας; φασίστας είσαι και φαίνεσαι εσύ που χαρακτηρίζεις τους άλλους φασίστες... αεί σιχτιρ πια ..πήρες κανέναν σπιτι σου εσύ που κοπτεσαι ;	OFF
797	7131	Γιατι τοσα ΜΠΡΑΒΟ στις ξυνες;#gntmgr	OFF
799	5599	"""Το πάνελ του Γιώργου Λιάγκα έκανε αναπαράσταση του φοιτητή που εκσπερμάτισε στην πλάτη φοιτήτριας στο ΑΠΘ!"" (Με σκουπίδια αποφεύγω ν' ασχολούμαι, αλλά το σωστό θα 'ταν να παίξει ο καραγκιοζάκος το ρόλο της φοιτήτριας να τα ""φάει"" στη μάπα (καλύτερα αν ήταν αληθινά!)"	OFF
804	1902	Παντως να σε δουλεψε ο Τσιπρας μια φορα και να ετοιμαζεσαι να τον ξαναψηφισεις μαλλον εισαι ηλιθιος ή βολεμενος.	OFF
